sub,fb_condition,efficacy,rt,cor
9a,negativefb,eff,877,1
9a,negativefb,noneff,720,1
9a,negativefb,noneff,716,1
9a,negativefb,eff,1343,1
9a,negativefb,noneff,846,1
9a,negativefb,noneff,720,1
9a,negativefb,eff,765,1
9a,negativefb,noneff,1142,0
9a,negativefb,noneff,934,1
9a,negativefb,eff,715,1
9a,negativefb,eff,570,1
9a,negativefb,noneff,864,1
9a,negativefb,eff,1055,0
9a,negativefb,noneff,442,0
9a,negativefb,eff,800,1
9a,negativefb,eff,668,1
9a,negativefb,eff,1411,1
9a,negativefb,noneff,881,1
9a,negativefb,eff,1099,0
9a,negativefb,eff,680,1
9a,negativefb,noneff,1267,1
9a,negativefb,eff,868,0
9a,negativefb,eff,855,0
9a,negativefb,eff,531,1
9a,negativefb,eff,1087,0
9a,negativefb,noneff,807,1
9a,negativefb,noneff,816,1
9a,negativefb,noneff,831,1
9a,negativefb,eff,740,1
9a,negativefb,eff,466,1
9a,negativefb,noneff,645,0
9a,negativefb,eff,530,1
9a,negativefb,noneff,829,1
9a,negativefb,eff,545,1
9a,negativefb,eff,637,1
9a,negativefb,noneff,607,0
9a,negativefb,eff,498,1
9a,negativefb,eff,605,0
9a,negativefb,eff,530,0
9a,negativefb,eff,717,0
9a,negativefb,noneff,666,1
9a,negativefb,eff,637,0
9a,negativefb,eff,631,1
9a,negativefb,noneff,663,1
9a,negativefb,eff,672,1
9a,negativefb,noneff,662,0
9a,negativefb,noneff,546,1
9a,negativefb,noneff,604,1
9a,negativefb,eff,743,1
9a,negativefb,noneff,646,1
9a,negativefb,eff,389,1
9a,negativefb,eff,728,0
9a,negativefb,noneff,705,0
9a,negativefb,noneff,631,1
9a,negativefb,noneff,632,1
9a,negativefb,eff,868,1
9a,negativefb,eff,615,1
9a,negativefb,eff,407,1
9a,negativefb,eff,634,0
9a,negativefb,noneff,927,0
9a,negativefb,eff,722,0
9a,negativefb,eff,626,0
9a,negativefb,noneff,729,1
9a,negativefb,eff,643,1
9a,negativefb,noneff,1141,1
9a,negativefb,noneff,729,0
9a,negativefb,eff,689,1
9a,negativefb,eff,674,1
9a,negativefb,noneff,1815,1
9a,negativefb,noneff,744,1
9a,negativefb,noneff,790,1
9a,negativefb,noneff,798,0
9a,negativefb,eff,625,1
9a,negativefb,noneff,788,0
9a,negativefb,noneff,544,1
9a,negativefb,eff,724,1
9a,negativefb,noneff,636,1
9a,negativefb,noneff,600,1
9a,negativefb,eff,648,0
10a,negativefb,eff,502,1
10a,negativefb,eff,853,0
10a,negativefb,noneff,920,0
10a,negativefb,noneff,878,0
10a,negativefb,eff,908,1
10a,negativefb,eff,1171,1
10a,negativefb,noneff,862,0
10a,negativefb,eff,1104,0
10a,negativefb,noneff,788,1
10a,negativefb,eff,870,1
10a,negativefb,noneff,718,1
10a,negativefb,noneff,721,0
10a,negativefb,noneff,599,1
10a,negativefb,noneff,786,0
10a,negativefb,eff,520,1
10a,negativefb,noneff,617,1
10a,negativefb,noneff,966,1
10a,negativefb,noneff,755,1
10a,negativefb,noneff,519,1
10a,negativefb,noneff,591,1
10a,negativefb,eff,471,0
10a,negativefb,noneff,1009,1
10a,negativefb,eff,689,1
10a,negativefb,eff,589,1
10a,negativefb,noneff,760,1
10a,negativefb,noneff,568,0
10a,negativefb,eff,430,1
10a,negativefb,eff,411,1
10a,negativefb,eff,425,1
10a,negativefb,noneff,818,1
10a,negativefb,noneff,434,1
10a,negativefb,eff,890,0
10a,negativefb,noneff,748,1
10a,negativefb,noneff,783,1
10a,negativefb,eff,640,0
10a,negativefb,eff,1112,0
10a,negativefb,eff,664,0
10a,negativefb,eff,787,1
10a,negativefb,eff,766,0
10a,negativefb,noneff,583,1
10a,negativefb,eff,417,1
10a,negativefb,noneff,434,1
10a,negativefb,eff,512,1
10a,negativefb,noneff,587,1
10a,negativefb,eff,396,0
10a,negativefb,eff,609,1
10a,negativefb,noneff,720,1
10a,negativefb,noneff,581,1
10a,negativefb,eff,600,1
10a,negativefb,eff,551,1
10a,negativefb,eff,1000,0
10a,negativefb,noneff,666,0
10a,negativefb,noneff,735,1
10a,negativefb,eff,380,0
10a,negativefb,noneff,720,1
10a,negativefb,noneff,539,0
10a,negativefb,eff,854,1
10a,negativefb,noneff,650,1
10a,negativefb,eff,785,0
10a,negativefb,eff,546,1
10a,negativefb,noneff,562,1
10a,negativefb,eff,600,1
10a,negativefb,eff,1078,0
10a,negativefb,noneff,516,1
10a,negativefb,eff,371,0
10a,negativefb,eff,488,1
10a,negativefb,noneff,612,1
10a,negativefb,noneff,678,1
10a,negativefb,eff,791,1
10a,negativefb,noneff,516,1
10a,negativefb,noneff,719,0
10a,negativefb,noneff,601,1
10a,negativefb,noneff,402,1
10a,negativefb,eff,404,1
10a,negativefb,noneff,436,1
10a,negativefb,eff,894,1
10a,negativefb,noneff,442,1
10a,negativefb,noneff,720,1
10a,negativefb,noneff,664,0
10a,negativefb,eff,436,0
10a,negativefb,noneff,490,1
10a,negativefb,eff,1034,1
10a,negativefb,eff,466,1
10a,negativefb,eff,662,1
10a,negativefb,eff,784,0
10a,negativefb,eff,637,1
10a,negativefb,noneff,599,1
10a,negativefb,noneff,679,0
10a,negativefb,noneff,601,1
10a,negativefb,eff,550,1
10a,negativefb,noneff,799,1
10a,negativefb,noneff,414,1
10a,negativefb,eff,634,1
10a,negativefb,eff,626,0
10a,negativefb,noneff,436,0
10a,negativefb,eff,469,1
10a,negativefb,noneff,567,1
10a,negativefb,eff,666,0
10a,negativefb,noneff,668,1
10a,negativefb,eff,616,1
10a,negativefb,noneff,606,1
10a,negativefb,eff,544,1
10a,negativefb,noneff,435,1
10a,negativefb,eff,697,1
10a,negativefb,noneff,422,0
10a,negativefb,noneff,797,1
10a,negativefb,noneff,767,1
10a,negativefb,noneff,817,0
10a,negativefb,eff,602,1
10a,negativefb,noneff,738,0
10a,negativefb,eff,599,1
10a,negativefb,eff,693,1
10a,negativefb,noneff,583,1
10a,negativefb,eff,408,1
10a,negativefb,noneff,617,0
10a,negativefb,eff,449,1
10a,negativefb,noneff,416,1
10a,negativefb,eff,568,1
10a,negativefb,eff,409,0
10a,negativefb,noneff,468,1
10a,negativefb,noneff,443,1
10a,negativefb,noneff,437,1
10a,negativefb,eff,537,1
10a,negativefb,noneff,384,1
10a,negativefb,eff,592,1
10a,negativefb,noneff,439,1
10a,negativefb,noneff,768,1
10a,negativefb,noneff,471,0
10a,negativefb,eff,619,1
10a,negativefb,noneff,540,1
10a,negativefb,eff,534,1
10a,negativefb,noneff,843,1
10a,negativefb,eff,332,1
10a,negativefb,eff,683,1
10a,negativefb,eff,324,0
10a,negativefb,eff,360,0
10a,negativefb,noneff,445,1
10a,negativefb,noneff,432,1
10a,negativefb,eff,437,0
10a,negativefb,eff,635,1
10a,negativefb,eff,454,1
10a,negativefb,eff,1334,0
10a,negativefb,noneff,536,1
10a,negativefb,noneff,401,1
10a,negativefb,eff,410,0
10a,negativefb,eff,463,1
10a,negativefb,eff,448,1
10a,negativefb,eff,438,0
10a,negativefb,noneff,678,1
10a,negativefb,noneff,464,1
10a,positivefb,noneff,408,1
10a,positivefb,noneff,539,1
10a,positivefb,noneff,648,1
10a,positivefb,noneff,624,1
10a,positivefb,eff,416,1
10a,positivefb,noneff,413,0
10a,positivefb,eff,397,1
10a,positivefb,eff,447,1
10a,positivefb,eff,364,1
10a,positivefb,noneff,365,1
10a,positivefb,noneff,383,1
10a,positivefb,noneff,360,0
10a,positivefb,eff,376,1
10a,positivefb,noneff,498,1
10a,positivefb,eff,315,0
10a,positivefb,eff,597,1
10a,positivefb,noneff,449,1
10a,positivefb,eff,450,0
10a,positivefb,noneff,683,1
10a,positivefb,noneff,433,1
10a,positivefb,eff,455,1
10a,positivefb,noneff,597,1
10a,positivefb,eff,576,1
10a,positivefb,noneff,459,1
10a,positivefb,eff,584,1
10a,positivefb,noneff,530,0
10a,positivefb,noneff,449,1
10a,positivefb,eff,782,1
10a,positivefb,eff,1095,1
10a,positivefb,eff,368,1
10a,positivefb,eff,384,0
10a,positivefb,eff,278,0
10a,positivefb,eff,231,1
10a,positivefb,noneff,383,1
10a,positivefb,eff,423,1
10a,positivefb,noneff,598,0
10a,positivefb,eff,398,1
10a,positivefb,noneff,1046,1
10a,positivefb,noneff,505,1
10a,positivefb,eff,628,1
10a,positivefb,eff,519,1
10a,positivefb,eff,863,1
10a,positivefb,eff,1549,1
10a,positivefb,noneff,345,1
10a,positivefb,eff,514,1
10a,positivefb,eff,240,1
10a,positivefb,noneff,285,1
10a,positivefb,noneff,518,0
10a,positivefb,eff,762,1
10a,positivefb,noneff,587,1
10a,positivefb,noneff,470,1
10a,positivefb,noneff,431,1
10a,positivefb,eff,336,1
10a,positivefb,eff,386,1
10a,positivefb,eff,320,1
10a,positivefb,noneff,467,1
10a,positivefb,noneff,354,0
10a,positivefb,noneff,580,1
10a,positivefb,eff,594,1
10a,positivefb,noneff,454,0
10a,positivefb,eff,493,0
10a,positivefb,noneff,581,1
10a,positivefb,eff,1082,1
10a,positivefb,eff,438,1
10a,positivefb,eff,463,1
10a,positivefb,eff,474,1
10a,positivefb,eff,516,0
10a,positivefb,eff,421,1
10a,positivefb,eff,443,0
10a,positivefb,eff,469,0
10a,positivefb,eff,404,1
10a,positivefb,noneff,366,1
10a,positivefb,noneff,421,1
10a,positivefb,eff,670,1
10a,positivefb,noneff,958,1
10a,positivefb,noneff,901,0
10a,positivefb,eff,3100,1
10a,positivefb,eff,457,1
10a,positivefb,noneff,500,1
10a,positivefb,eff,300,1
10a,positivefb,noneff,395,1
10a,positivefb,noneff,413,1
10a,positivefb,eff,397,1
10a,positivefb,noneff,490,1
10a,positivefb,noneff,636,0
10a,positivefb,noneff,1869,0
10a,positivefb,eff,642,0
10a,positivefb,noneff,649,1
10a,positivefb,eff,565,0
10a,positivefb,noneff,855,1
10a,positivefb,noneff,634,0
10a,positivefb,noneff,652,0
10a,positivefb,eff,664,1
10a,positivefb,noneff,565,1
10a,positivefb,eff,533,0
10a,positivefb,noneff,515,1
10a,positivefb,eff,485,1
10a,positivefb,eff,592,1
10a,positivefb,noneff,1445,1
10a,positivefb,noneff,1838,0
10a,positivefb,eff,404,1
10a,positivefb,noneff,536,1
10a,positivefb,noneff,394,1
10a,positivefb,noneff,669,1
10a,positivefb,noneff,451,1
10a,positivefb,noneff,498,1
10a,positivefb,eff,622,0
10a,positivefb,noneff,603,1
10a,positivefb,noneff,494,1
10a,positivefb,eff,614,1
10a,positivefb,noneff,451,1
10a,positivefb,eff,468,1
10a,positivefb,eff,498,1
10a,positivefb,noneff,616,0
10a,positivefb,noneff,799,1
10a,positivefb,eff,465,1
10a,positivefb,eff,594,1
10a,positivefb,noneff,340,0
10a,positivefb,eff,475,1
10a,positivefb,eff,695,1
10a,positivefb,eff,799,1
10a,positivefb,noneff,548,1
10a,positivefb,noneff,499,1
10a,positivefb,eff,460,1
10a,positivefb,eff,498,0
10a,positivefb,noneff,509,1
10a,positivefb,eff,1249,1
10a,positivefb,noneff,709,1
10a,positivefb,noneff,697,1
10a,positivefb,eff,298,0
10a,positivefb,noneff,550,0
10a,positivefb,eff,366,0
10a,positivefb,noneff,442,1
10a,positivefb,noneff,414,1
10a,positivefb,eff,398,0
10a,positivefb,noneff,320,1
10a,positivefb,eff,444,1
10a,positivefb,noneff,474,0
10a,positivefb,eff,414,0
10a,positivefb,eff,658,1
10a,positivefb,noneff,459,1
10a,positivefb,eff,451,1
10a,positivefb,eff,880,1
10a,positivefb,noneff,485,0
10a,positivefb,eff,347,0
10a,positivefb,eff,409,1
10a,positivefb,noneff,553,1
10a,positivefb,eff,334,1
10a,positivefb,eff,346,1
10a,positivefb,noneff,418,0
11a,negativefb,noneff,1151,1
11a,negativefb,noneff,1400,1
11a,negativefb,noneff,769,0
11a,negativefb,noneff,936,0
11a,negativefb,noneff,881,1
11a,negativefb,noneff,847,1
11a,negativefb,noneff,632,1
11a,negativefb,eff,805,0
11a,negativefb,eff,1283,0
11a,negativefb,eff,581,0
11a,negativefb,eff,686,1
11a,negativefb,noneff,963,1
11a,negativefb,eff,540,1
11a,negativefb,eff,575,1
11a,negativefb,eff,457,1
11a,negativefb,noneff,693,1
11a,negativefb,eff,715,1
11a,negativefb,eff,608,1
11a,negativefb,eff,579,1
11a,negativefb,noneff,881,0
11a,negativefb,noneff,668,1
11a,negativefb,eff,544,1
11a,negativefb,noneff,611,1
11a,negativefb,noneff,1173,1
11a,negativefb,noneff,840,0
11a,negativefb,eff,600,0
11a,negativefb,noneff,734,0
11a,negativefb,noneff,749,1
11a,negativefb,noneff,1739,0
11a,negativefb,noneff,682,1
11a,negativefb,noneff,598,1
11a,negativefb,eff,764,1
11a,negativefb,eff,536,1
11a,negativefb,eff,878,0
11a,negativefb,eff,557,1
11a,negativefb,noneff,814,0
11a,negativefb,eff,976,1
11a,negativefb,eff,676,1
11a,negativefb,noneff,560,1
11a,negativefb,noneff,591,1
11a,negativefb,eff,517,1
11a,negativefb,noneff,611,1
11a,negativefb,eff,726,1
11a,negativefb,eff,642,0
11a,negativefb,eff,461,1
11a,negativefb,eff,585,1
11a,negativefb,eff,679,1
11a,negativefb,noneff,646,1
11a,negativefb,noneff,737,1
11a,negativefb,noneff,527,1
11a,negativefb,noneff,328,1
11a,negativefb,eff,379,1
11a,negativefb,noneff,500,1
11a,negativefb,eff,433,1
11a,negativefb,eff,438,1
11a,negativefb,eff,492,1
11a,negativefb,eff,497,1
11a,negativefb,noneff,593,1
11a,negativefb,noneff,261,0
11a,negativefb,noneff,277,1
11a,negativefb,eff,440,1
11a,negativefb,eff,429,1
11a,negativefb,eff,405,1
11a,negativefb,eff,459,1
11a,negativefb,noneff,209,1
11a,negativefb,noneff,194,1
11a,negativefb,eff,441,1
11a,negativefb,eff,462,1
11a,negativefb,noneff,392,1
11a,negativefb,eff,465,1
11a,negativefb,noneff,212,1
11a,negativefb,eff,390,1
11a,negativefb,noneff,234,0
11a,negativefb,noneff,249,0
11a,negativefb,eff,599,0
11a,negativefb,noneff,236,1
11a,negativefb,eff,411,1
11a,negativefb,noneff,260,0
11a,negativefb,noneff,238,1
11a,negativefb,eff,377,0
11a,negativefb,eff,389,1
11a,negativefb,noneff,253,0
11a,negativefb,noneff,229,0
11a,negativefb,eff,361,0
11a,negativefb,eff,265,1
11a,negativefb,noneff,117,1
11a,negativefb,noneff,240,1
11a,negativefb,noneff,275,0
11a,negativefb,noneff,244,0
11a,negativefb,eff,405,1
11a,negativefb,noneff,237,1
11a,negativefb,eff,406,1
11a,negativefb,noneff,268,0
11a,negativefb,noneff,227,1
11a,negativefb,noneff,824,0
11a,negativefb,noneff,342,0
11a,negativefb,eff,453,1
11a,negativefb,eff,437,1
11a,negativefb,eff,378,1
11a,negativefb,eff,452,1
11a,negativefb,noneff,276,1
11a,negativefb,eff,409,1
11a,negativefb,noneff,382,1
11a,negativefb,noneff,337,1
11a,negativefb,noneff,301,1
11a,negativefb,noneff,287,1
11a,negativefb,noneff,313,0
11a,negativefb,eff,412,0
11a,negativefb,eff,422,1
11a,negativefb,noneff,303,0
11a,negativefb,eff,482,1
11a,negativefb,eff,474,1
11a,negativefb,eff,514,1
11a,negativefb,noneff,271,0
11a,negativefb,eff,327,1
11a,negativefb,noneff,266,0
11a,negativefb,noneff,112,1
11a,negativefb,eff,548,1
11a,negativefb,eff,408,1
11a,negativefb,eff,435,1
11a,negativefb,noneff,372,0
11a,negativefb,eff,347,1
11a,negativefb,eff,427,1
11a,negativefb,eff,440,1
11a,negativefb,noneff,288,1
11a,negativefb,noneff,224,1
11a,negativefb,eff,438,1
11a,negativefb,eff,362,1
11a,negativefb,eff,382,1
11a,negativefb,eff,385,1
11a,negativefb,noneff,260,1
11a,negativefb,eff,379,1
11a,negativefb,noneff,483,1
11a,negativefb,noneff,111,0
11a,negativefb,eff,459,1
11a,negativefb,noneff,446,1
11a,negativefb,eff,368,1
11a,negativefb,noneff,452,1
11a,negativefb,noneff,401,1
11a,negativefb,eff,468,1
11a,negativefb,noneff,446,0
11a,negativefb,eff,618,1
11a,negativefb,eff,437,1
11a,negativefb,noneff,444,1
11a,negativefb,noneff,534,1
11a,negativefb,eff,547,1
11a,negativefb,noneff,480,0
11a,negativefb,eff,388,1
11a,negativefb,noneff,594,0
11a,negativefb,noneff,532,0
11a,positivefb,eff,582,1
11a,positivefb,noneff,480,0
11a,positivefb,noneff,479,1
11a,positivefb,eff,494,0
11a,positivefb,eff,566,1
11a,positivefb,noneff,478,1
11a,positivefb,eff,449,1
11a,positivefb,eff,900,0
11a,positivefb,noneff,477,1
11a,positivefb,eff,500,0
11a,positivefb,eff,451,0
11a,positivefb,eff,808,1
11a,positivefb,eff,715,1
11a,positivefb,noneff,814,1
11a,positivefb,noneff,759,1
11a,positivefb,eff,663,0
11a,positivefb,eff,611,1
11a,positivefb,eff,597,1
11a,positivefb,noneff,449,1
11a,positivefb,eff,462,1
11a,positivefb,eff,425,1
11a,positivefb,eff,632,1
11a,positivefb,eff,415,1
11a,positivefb,noneff,456,0
11a,positivefb,noneff,481,1
11a,positivefb,eff,451,1
11a,positivefb,eff,464,1
11a,positivefb,noneff,579,1
11a,positivefb,noneff,513,1
11a,positivefb,noneff,406,1
11a,positivefb,eff,372,1
11a,positivefb,noneff,501,1
11a,positivefb,noneff,498,1
11a,positivefb,noneff,677,0
11a,positivefb,noneff,441,0
11a,positivefb,noneff,521,1
11a,positivefb,eff,601,0
11a,positivefb,noneff,635,1
11a,positivefb,noneff,708,1
11a,positivefb,noneff,725,1
11a,positivefb,noneff,642,1
11a,positivefb,eff,712,1
11a,positivefb,noneff,463,0
11a,positivefb,eff,534,1
11a,positivefb,noneff,489,1
11a,positivefb,eff,496,1
11a,positivefb,eff,531,1
11a,positivefb,eff,548,1
11a,positivefb,noneff,435,1
11a,positivefb,eff,697,0
11a,positivefb,eff,682,1
11a,positivefb,eff,710,1
11a,positivefb,noneff,275,1
11a,positivefb,noneff,168,1
11a,positivefb,noneff,231,0
11a,positivefb,eff,563,1
11a,positivefb,noneff,402,1
11a,positivefb,noneff,603,0
11a,positivefb,noneff,441,0
11a,positivefb,eff,526,1
11a,positivefb,eff,414,0
11a,positivefb,eff,682,1
11a,positivefb,noneff,514,1
11a,positivefb,noneff,515,1
11a,positivefb,noneff,454,0
11a,positivefb,eff,516,1
11a,positivefb,noneff,256,0
11a,positivefb,eff,479,1
11a,positivefb,noneff,1193,0
11a,positivefb,eff,580,1
11a,positivefb,noneff,243,1
11a,positivefb,noneff,349,0
11a,positivefb,noneff,434,0
11a,positivefb,eff,600,0
11a,positivefb,eff,440,1
11a,positivefb,eff,737,0
11a,positivefb,eff,731,1
11a,positivefb,eff,452,1
11a,positivefb,eff,546,1
11a,positivefb,eff,698,0
11a,positivefb,noneff,515,1
11a,positivefb,eff,559,1
11a,positivefb,eff,574,1
11a,positivefb,eff,594,1
11a,positivefb,noneff,573,1
11a,positivefb,noneff,536,1
11a,positivefb,noneff,512,1
11a,positivefb,noneff,639,0
11a,positivefb,eff,543,0
11a,positivefb,eff,632,1
11a,positivefb,noneff,481,0
11a,positivefb,noneff,527,0
11a,positivefb,noneff,495,1
11a,positivefb,noneff,617,1
11a,positivefb,eff,520,1
11a,positivefb,noneff,474,1
11a,positivefb,eff,491,0
11a,positivefb,noneff,606,1
11a,positivefb,eff,573,1
11a,positivefb,eff,558,0
11a,positivefb,noneff,648,1
11a,positivefb,noneff,566,0
11a,positivefb,eff,516,0
11a,positivefb,noneff,471,1
11a,positivefb,eff,581,1
11a,positivefb,noneff,635,1
11a,positivefb,eff,581,1
11a,positivefb,noneff,569,1
11a,positivefb,eff,702,1
11a,positivefb,eff,668,1
11a,positivefb,noneff,485,1
11a,positivefb,eff,540,1
11a,positivefb,eff,744,1
11a,positivefb,eff,694,1
11a,positivefb,eff,568,0
11a,positivefb,noneff,530,1
11a,positivefb,eff,548,1
11a,positivefb,noneff,554,1
11a,positivefb,noneff,541,1
11a,positivefb,noneff,441,1
11a,positivefb,noneff,533,1
11a,positivefb,eff,600,1
11a,positivefb,eff,484,1
11a,positivefb,noneff,498,0
11a,positivefb,eff,582,1
11a,positivefb,noneff,714,0
11a,positivefb,eff,543,0
11a,positivefb,noneff,970,1
11a,positivefb,noneff,828,0
11a,positivefb,eff,579,1
11a,positivefb,eff,832,1
11a,positivefb,noneff,877,1
11a,positivefb,eff,595,1
11a,positivefb,eff,564,1
11a,positivefb,eff,479,1
11a,positivefb,eff,695,0
11a,positivefb,eff,509,0
11a,positivefb,eff,1387,0
11a,positivefb,eff,594,0
11a,positivefb,eff,733,1
11a,positivefb,noneff,779,0
11a,positivefb,eff,551,1
11a,positivefb,noneff,736,1
11a,positivefb,noneff,549,1
11a,positivefb,noneff,698,0
11a,positivefb,noneff,639,1
11a,positivefb,noneff,751,0
11a,positivefb,noneff,515,0
11a,positivefb,noneff,602,1
11a,positivefb,noneff,1012,1
12a,positivefb,eff,2497,1
12a,positivefb,eff,2030,1
12a,positivefb,noneff,2620,1
12a,positivefb,noneff,2266,1
12a,positivefb,noneff,1697,1
12a,positivefb,noneff,2773,1
12a,positivefb,noneff,1844,1
12a,positivefb,eff,2087,1
12a,positivefb,eff,1844,1
12a,positivefb,eff,2412,0
12a,positivefb,noneff,1925,1
12a,positivefb,eff,1011,1
12a,positivefb,noneff,1272,1
12a,positivefb,noneff,1047,1
12a,positivefb,noneff,1075,1
12a,positivefb,eff,994,1
12a,positivefb,eff,1418,0
12a,positivefb,noneff,1313,1
12a,positivefb,noneff,1378,1
12a,positivefb,noneff,1075,1
12a,positivefb,noneff,1000,1
12a,positivefb,noneff,2520,1
12a,positivefb,eff,1539,1
12a,positivefb,eff,2762,1
12a,positivefb,noneff,1267,1
12a,positivefb,noneff,1017,1
12a,positivefb,noneff,973,1
12a,positivefb,eff,1759,1
12a,positivefb,noneff,3909,0
12a,positivefb,noneff,1199,1
12a,positivefb,noneff,1268,1
12a,positivefb,noneff,970,1
12a,positivefb,noneff,2947,1
12a,positivefb,eff,2212,0
12a,positivefb,eff,1818,1
12a,positivefb,eff,3287,1
12a,positivefb,eff,1008,1
12a,positivefb,eff,3267,1
12a,positivefb,eff,1126,1
12a,positivefb,eff,919,1
12a,positivefb,eff,1149,1
12a,positivefb,eff,939,1
12a,positivefb,eff,988,1
12a,positivefb,eff,928,1
12a,positivefb,eff,919,0
12a,positivefb,noneff,1436,1
12a,positivefb,eff,1048,1
12a,positivefb,noneff,1676,0
12a,positivefb,eff,1305,1
12a,positivefb,noneff,907,1
12a,positivefb,eff,891,0
12a,positivefb,noneff,951,1
12a,positivefb,noneff,1351,1
12a,positivefb,eff,1618,1
12a,positivefb,noneff,970,1
12a,positivefb,eff,1458,1
12a,positivefb,noneff,877,1
12a,positivefb,eff,2142,0
12a,positivefb,noneff,1001,1
12a,positivefb,eff,2068,0
12a,positivefb,eff,994,1
12a,positivefb,noneff,1332,0
12a,positivefb,noneff,2304,1
12a,positivefb,eff,1459,1
12a,positivefb,eff,960,1
12a,positivefb,noneff,873,1
12a,positivefb,eff,944,1
12a,positivefb,noneff,2296,1
12a,positivefb,eff,1142,1
12a,positivefb,eff,2225,0
12a,positivefb,noneff,1472,0
12a,positivefb,noneff,1057,1
12a,positivefb,eff,1052,1
12a,positivefb,noneff,2196,1
12a,positivefb,eff,951,1
12a,positivefb,eff,895,1
12a,positivefb,noneff,895,1
12a,positivefb,noneff,1536,1
12a,positivefb,eff,1425,1
12a,positivefb,eff,1421,1
12a,positivefb,noneff,981,1
12a,positivefb,noneff,1310,0
12a,positivefb,noneff,981,1
12a,positivefb,noneff,991,1
12a,positivefb,eff,1748,0
12a,positivefb,eff,1047,1
12a,positivefb,noneff,1793,0
12a,positivefb,eff,1495,0
12a,positivefb,eff,1489,1
12a,positivefb,noneff,1670,1
12a,positivefb,eff,1560,1
12a,positivefb,eff,900,1
12a,positivefb,noneff,836,1
